year,sector,subsector,is_sector_level,industry_name,industry_id,business_receipts,cost_goods_sold,advertising,gross_profit,ad_revenue_ratio,ad_gross_profit_ratio
2014,all industries,NA,TRUE,all industries,all_industries|_total,28075177764,17850424254,295420565,10224753510,0.01052248243923176,0.028892683301467676
2016,information,sound recording industries,FALSE,sound recording industries,information|sound_recording_industries,7706183,2721175,171425,4985008,0.02224512446693778,0.03438810930694595
2016,information,broadcasting (except internet),FALSE,broadcasting (except internet),information|broadcasting_except_internet_,120677481,16293845,3574525,104383636,0.029620480725811638,0.03424411274579475
2016,information,"telecommunications (paging, cellular, cable, satellite, & internet service providers",FALSE,"telecommunications (paging, cellular, cable, satellite, & internet service providers",information|telecommunications_paging_cellular_cable_satellite_internet_service_providers,460421887,92388569,8951257,368033318,0.019441423730579516,0.024321865880632034
2016,information,"data processing, hosting, and related services",FALSE,"data processing, hosting, and related services",information|data_processing_hosting_and_related_services,94424152,16905816,2816646,77518336,0.029829719836933246,0.03633522267557446
2016,information,other information services,FALSE,other information services,information|other_information_services,131637176,30872028,4942357,100765148,0.03754529799393448,0.049048278081227054
2016,finance and insurance,total,TRUE,finance and insurance,finance_and_insurance|_total,2563095388,1502451745,25718572,1060643643,0.010034184494424286,0.02424808008772462
2016,finance and insurance,commercial banking,FALSE,commercial banking,finance_and_insurance|commercial_banking,15384756,NA,433929,NA,0.028205127205137345,NA
2016,finance and insurance,"savings institutions, credit unions, and other depository credit intermediation",FALSE,"savings institutions, credit unions, and other depository credit intermediation",finance_and_insurance|savings_institutions_credit_unions_and_other_depository_credit_intermediation,9816656,NA,928877,NA,0.0946225476374032,NA
2016,finance and insurance,credit card issuing and other consumer credit,FALSE,credit card issuing and other consumer credit,finance_and_insurance|credit_card_issuing_and_other_consumer_credit,49874507,420411,4620920,49454096,0.09265094089050344,0.093438569779943
2016,finance and insurance,real estate credit (including mortgage bankers and originators),FALSE,real estate credit (including mortgage bankers and originators),finance_and_insurance|real_estate_credit_including_mortgage_bankers_and_originators_,23281734,69141,1082825,23212593,0.046509637125825766,0.046648170671841786
2016,finance and insurance,"international, secondary financing, and other nondepository credit intermediation",FALSE,"international, secondary financing, and other nondepository credit intermediation",finance_and_insurance|international_secondary_financing_and_other_nondepository_credit_intermediation,6968872,NA,230014,NA,0.033005915448009376,NA
2016,finance and insurance,"activities related to credit intermediation (loan brokers, check clearing, etc.)",FALSE,"activities related to credit intermediation (loan brokers, check clearing, etc.)",finance_and_insurance|activities_related_to_credit_intermediation_loan_brokers_check_clearing_etc_,56746777,NA,2336367,NA,0.04117180082315512,NA
2016,finance and insurance,investment banking and securities dealing,FALSE,investment banking and securities dealing,finance_and_insurance|investment_banking_and_securities_dealing,54716938,NA,238953,NA,0.0043670755114257305,NA
2016,finance and insurance,securities brokerage,FALSE,securities brokerage,finance_and_insurance|securities_brokerage,45436859,NA,872918,NA,0.019211671299726066,NA
2016,finance and insurance,commodity contracts dealing and brokerage,FALSE,commodity contracts dealing and brokerage,finance_and_insurance|commodity_contracts_dealing_and_brokerage,2257892,NA,22306,NA,0.009879126193812636,NA
2016,finance and insurance,"securities, commodity exchanges, and other financial investment activities",FALSE,"securities, commodity exchanges, and other financial investment activities",finance_and_insurance|securities_commodity_exchanges_and_other_financial_investment_activities,132699777,583739,1854512,132116038,0.013975245791106341,0.014036993752416342
2016,finance and insurance,life insurance,FALSE,life insurance,finance_and_insurance|life_insurance,611473644,512805884,1835004,98667760,0.003000953545595499,0.018597807429701456
2016,finance and insurance,property and casualty insurance,FALSE,property and casualty insurance,finance_and_insurance|property_and_casualty_insurance,1423094615,979527915,9403763,443566700,0.00660796752435185,0.021200335823225683
2016,finance and insurance,insurance agencies and brokerages,FALSE,insurance agencies and brokerages,finance_and_insurance|insurance_agencies_and_brokerages,90287327,3611307,1500248,86676020,0.016616374078723142,0.01730868583952055
2016,finance and insurance,"other insurance related activities (third-party administrator of insurance, etc.)",FALSE,"other insurance related activities (third-party administrator of insurance, etc.)",finance_and_insurance|other_insurance_related_activities_third_party_administrator_of_insurance_etc_,39363672,4484094,331897,34879578,0.008431555877205765,0.009515510766787373
2016,finance and insurance,open-end investment funds (form 1120-ric),FALSE,open-end investment funds (form 1120-ric),finance_and_insurance|open_end_investment_funds_form_1120_ric_,0,0,4162,0,NA,NA
2016,finance and insurance,other financial vehicles (including mortgage reits),FALSE,other financial vehicles (including mortgage reits),finance_and_insurance|other_financial_vehicles_including_mortgage_reits_,1691363,NA,21876,NA,0.012933947354884788,NA
2016,real estate and rental and leasing,total,TRUE,real estate and rental and leasing,real_estate_and_rental_and_leasing|_total,327523836,49450645,5915361,278073191,0.01806085649289965,0.021272676372459078
2016,real estate and rental and leasing,lessors of buildings (including equity reits),FALSE,lessors of buildings (including equity reits),real_estate_and_rental_and_leasing|lessors_of_buildings_including_equity_reits_,34352493,5734951,400153,28617542,0.01164844135184017,0.013982787200941297
2016,real estate and rental and leasing,"lessors of miniwarehouses, self-storage units, and other real estate (including equity reits)",FALSE,"lessors of miniwarehouses, self-storage units, and other real estate (including equity reits)",real_estate_and_rental_and_leasing|lessors_of_miniwarehouses_self_storage_units_and_other_real_estate_including_equity_reits_,9928561,1193126,310065,8735435,0.031229601147638616,0.03549508410285235
2016,real estate and rental and leasing,offices of real estate agents and brokers,FALSE,offices of real estate agents and brokers,real_estate_and_rental_and_leasing|offices_of_real_estate_agents_and_brokers,70617439,NA,2176574,NA,0.030822046661873423,NA
2016,real estate and rental and leasing,other real estate activities,FALSE,other real estate activities,real_estate_and_rental_and_leasing|other_real_estate_activities,71005803,NA,827112,NA,0.011648512727896338,NA
2016,real estate and rental and leasing,automotive equipment rental and leasing,FALSE,automotive equipment rental and leasing,real_estate_and_rental_and_leasing|automotive_equipment_rental_and_leasing,58175920,11051270,802123,47124650,0.013787886809525316,0.017021304137006855
2016,real estate and rental and leasing,other consumer goods and general rental centers,FALSE,other consumer goods and general rental centers,real_estate_and_rental_and_leasing|other_consumer_goods_and_general_rental_centers,20207371,7359329,858295,12848042,0.04247435255184853,0.06680356430964345
2016,real estate and rental and leasing,commercial and industrial machinery and equipment rental and leasing,FALSE,commercial and industrial machinery and equipment rental and leasing,real_estate_and_rental_and_leasing|commercial_and_industrial_machinery_and_equipment_rental_and_leasing,55431124,16667908,170668,38763216,0.0030789200666398175,0.00440283386187565
2016,real estate and rental and leasing,lessors of nonfinancial intangible assets (except copyrighted works),FALSE,lessors of nonfinancial intangible assets (except copyrighted works),real_estate_and_rental_and_leasing|lessors_of_nonfinancial_intangible_assets_except_copyrighted_works_,7805124,1114993,370371,6690131,0.047452289034741794,0.055360799362523694
2016,"professional, scientific, and technical services",total,TRUE,"professional, scientific, and technical services",professional_scientific_and_technical_services|_total,1412769098,488567781,16339214,924201317,0.011565381790365294,0.01767928015190223
2016,"professional, scientific, and technical services",legal services,FALSE,legal services,professional_scientific_and_technical_services|legal_services,122747370,6147440,3035535,116599930,0.024729939223952415,0.026033763485106724
2016,"professional, scientific, and technical services","accounting, tax preparation, bookkeeping, and payroll services",FALSE,"accounting, tax preparation, bookkeeping, and payroll services",professional_scientific_and_technical_services|accounting_tax_preparation_bookkeeping_and_payroll_services,69123874,16445796,914001,52678078,0.013222653001190297,0.017350689977717108
2016,"professional, scientific, and technical services","architectural, engineering, and related services",FALSE,"architectural, engineering, and related services",professional_scientific_and_technical_services|architectural_engineering_and_related_services,257081936,119167266,726405,137914670,0.0028255777566573172,0.005267061147302169
2016,"professional, scientific, and technical services",specialized design services,FALSE,specialized design services,professional_scientific_and_technical_services|specialized_design_services,21705534,9299250,132740,12406284,0.00611549110010378,0.0106994165214983
2016,"professional, scientific, and technical services",computer systems design and related services,FALSE,computer systems design and related services,professional_scientific_and_technical_services|computer_systems_design_and_related_services,358460729,134821485,3519123,223639244,0.009817318091767871,0.01573571318279005
2016,"professional, scientific, and technical services","management, scientific, and technical consulting services",FALSE,"management, scientific, and technical consulting services",professional_scientific_and_technical_services|management_scientific_and_technical_consulting_services,278691648,104705658,1796265,173985990,0.006445349234147125,0.010324193344533085
2016,"professional, scientific, and technical services",scientific research and development services,FALSE,scientific research and development services,professional_scientific_and_technical_services|scientific_research_and_development_services,73194373,20340115,1569839,52854258,0.021447536684274897,0.029701277804335083
2016,"professional, scientific, and technical services",advertising and related services,FALSE,advertising and related services,professional_scientific_and_technical_services|advertising_and_related_services,119168034,45447732,3076336,73720302,0.025815110787176368,0.04172983447626137
2016,"professional, scientific, and technical services","other professional, scientific, and technical services",FALSE,"other professional, scientific, and technical services",professional_scientific_and_technical_services|other_professional_scientific_and_technical_services,112595600,32193037,1568971,80402563,0.01393456760299692,0.01951394260901857
2016,management of companies (holding companies),total,TRUE,management of companies (holding companies),management_of_companies_holding_companies_|_total,186941691,2105316,14255086,184836375,0.07625418345017539,0.07712273084775656
2016,management of companies (holding companies),offices of bank holding companies,FALSE,offices of bank holding companies,management_of_companies_holding_companies_|offices_of_bank_holding_companies,183077449,NA,14030499,NA,0.07663695925760906,NA
2016,management of companies (holding companies),offices of other holding companies,FALSE,offices of other holding companies,management_of_companies_holding_companies_|offices_of_other_holding_companies,3864242,NA,224588,NA,0.058119548413375764,NA
2016,administrative and support and waste management and remediation services,total,TRUE,administrative and support and waste management and remediation services,administrative_and_support_and_waste_management_and_remediation_services|_total,648856658,284251364,8018964,364605294,0.012358606328734012,0.021993547904984617
2016,administrative and support and waste management and remediation services,employment services,FALSE,employment services,administrative_and_support_and_waste_management_and_remediation_services|employment_services,197676676,101973722,632456,95702954,0.003199446757188491,0.006608531644697195
2016,administrative and support and waste management and remediation services,travel arrangement and reservation services,FALSE,travel arrangement and reservation services,administrative_and_support_and_waste_management_and_remediation_services|travel_arrangement_and_reservation_services,72509882,41828399,3771456,30681483,0.05201299320829125,0.12292287175297231
2016,administrative and support and waste management and remediation services,other administrative and support services,FALSE,other administrative and support services,administrative_and_support_and_waste_management_and_remediation_services|other_administrative_and_support_services,294292230,107577656,3358877,186714574,0.011413407007041946,0.01798936702177303
2016,administrative and support and waste management and remediation services,waste management and remediation services,FALSE,waste management and remediation services,administrative_and_support_and_waste_management_and_remediation_services|waste_management_and_remediation_services,84377871,32871587,256174,51506284,0.0030360329902137492,0.00497364554585223
2016,educational services,NA,TRUE,educational services,educational_services|_total,58136366,8139864,2881534,49996502,0.04956508633511768,0.057634712124460225
2016,health care and social assistance,total,TRUE,health care and social assistance,health_care_and_social_assistance|_total,811814638,73846448,5642738,737968190,0.0069507714395265685,0.0076463160288792395
2016,health care and social assistance,offices of physicians,FALSE,offices of physicians,health_care_and_social_assistance|offices_of_physicians,295396132,18877589,1364244,276518543,0.004618354312100471,0.004933643817152617
2016,health care and social assistance,offices of dentists,FALSE,offices of dentists,health_care_and_social_assistance|offices_of_dentists,92017571,4498624,1544855,87518947,0.016788695715517204,0.017651663473510486
2016,health care and social assistance,offices of other health practitioners,FALSE,offices of other health practitioners,health_care_and_social_assistance|offices_of_other_health_practitioners,79580985,10267478,929716,69313507,0.011682640017587115,0.013413200979716695
2016,health care and social assistance,outpatient care centers,FALSE,outpatient care centers,health_care_and_social_assistance|outpatient_care_centers,49412981,11788048,214282,37624933,0.004336552777497881,0.005695212799448706
2016,health care and social assistance,miscellaneous health care and social assistance,FALSE,miscellaneous health care and social assistance,health_care_and_social_assistance|miscellaneous_health_care_and_social_assistance,131958736,21961385,774981,109997351,0.005872904087229208,0.0070454514854635
2016,health care and social assistance,"hospitals, nursing, and residential care facilities",FALSE,"hospitals, nursing, and residential care facilities",health_care_and_social_assistance|hospitals_nursing_and_residential_care_facilities,163448232,6453324,814659,156994908,0.004984201970444073,0.005189079126056751
2016,"arts, entertainment, and recreation",total,TRUE,"arts, entertainment, and recreation",arts_entertainment_and_recreation|_total,132026157,30072562,3102071,101953595,0.023495881956179333,0.03042630326081194
2016,"arts, entertainment, and recreation","other arts, entertainment, and recreation",FALSE,"other arts, entertainment, and recreation",arts_entertainment_and_recreation|other_arts_entertainment_and_recreation,69122185,16043559,1367736,53078626,0.01978722171470708,0.025768112384823225
2016,"arts, entertainment, and recreation","amusement, gambling, and recreation industries",FALSE,"amusement, gambling, and recreation industries",arts_entertainment_and_recreation|amusement_gambling_and_recreation_industries,62903972,14029004,1734335,48874968,0.027571152422616492,0.03548513832275041
2016,accommodation and food services,total,TRUE,accommodation and food services,accommodation_and_food_services|_total,568175890,207705121,12360248,360470769,0.021754263455283186,0.03428918254395268
2016,accommodation and food services,accommodation,FALSE,accommodation,accommodation_and_food_services|accommodation,106440310,16908645,2904380,89531665,0.027286466940954983,0.03243969605613835
2016,accommodation and food services,food services and drinking places,FALSE,food services and drinking places,accommodation_and_food_services|food_services_and_drinking_places,461735580,190796476,9455868,270939104,0.02047896763771161,0.03490034424857329
2016,other services,total,TRUE,other services,other_services|_total,233514044,88666172,3481396,144847872,0.014908722149490931,0.0240348439499339
2016,other services,automotive repair and maintenance,FALSE,automotive repair and maintenance,other_services|automotive_repair_and_maintenance,82074913,39355215,1307826,42719698,0.015934540192567733,0.030614120914431556
2016,other services,other repair and maintenance,FALSE,other repair and maintenance,other_services|other_repair_and_maintenance,48528800,25234470,274833,23294330,0.00566329684640873,0.011798278808619951
2016,other services,personal and laundry services,FALSE,personal and laundry services,other_services|personal_and_laundry_services,91515656,23104458,1603455,68411198,0.01752110043335099,0.023438487365767223
2016,other services,"religious, grantmaking, civic, professional, and similar organizations",FALSE,"religious, grantmaking, civic, professional, and similar organizations",other_services|religious_grantmaking_civic_professional_and_similar_organizations,11394675,972029,295282,10422646,0.025914034406422298,0.028330809661961078
2017,all industries,NA,TRUE,all industries,all_industries|_total,29179992898,18117334066,336233483,11062658832,0.011522740398714952,0.030393550782512282
2017,"agriculture, forestry, fishing, and hunting",total,TRUE,"agriculture, forestry, fishing, and hunting",agriculture_forestry_fishing_and_hunting|_total,180662792,97544750,493000,83118042,0.0027288408118922463,0.005931323550667856
2017,"agriculture, forestry, fishing, and hunting",agricultural production,FALSE,agricultural production,agriculture_forestry_fishing_and_hunting|agricultural_production,128014598,65051137,403307,62963461,0.0031504766354849625,0.006405413450826663
2017,"agriculture, forestry, fishing, and hunting",forestry and logging,FALSE,forestry and logging,agriculture_forestry_fishing_and_hunting|forestry_and_logging,12820842,7349170,10778,5471672,8.406624151518285e-4,0.001969781814407004
2017,"agriculture, forestry, fishing, and hunting","support activities and fishing, hunting, and trapping",FALSE,"support activities and fishing, hunting, and trapping",agriculture_forestry_fishing_and_hunting|support_activities_and_fishing_hunting_and_trapping,39827352,25144443,78915,14682909,0.0019814272362370464,0.005374616160871119
2017,mining,total,TRUE,mining,mining|_total,342190049,190708847,275452,151481202,8.049678849661698e-4,0.0018183906409720725
2017,mining,oil and gas extraction,FALSE,oil and gas extraction,mining|oil_and_gas_extraction,180918832,92771215,61579,88147617,3.403681049632246e-4,6.985895035596935e-4
2017,mining,coal mining,FALSE,coal mining,mining|coal_mining,17152915,10439552,34999,6713363,0.0020404112070747157,0.005213333466401265
2017,mining,metal ore mining,FALSE,metal ore mining,mining|metal_ore_mining,36533226,23963025,4164,12570201,1.1397843705343733e-4,3.312596194762518e-4
2017,mining,nonmetallic mineral mining and quarrying,FALSE,nonmetallic mineral mining and quarrying,mining|nonmetallic_mineral_mining_and_quarrying,32196932,20153403,55091,12043529,0.0017110636504124057,0.004574323688679622
2017,mining,support activities for mining,FALSE,support activities for mining,mining|support_activities_for_mining,75388143,43381652,119619,32006491,0.0015867084032034056,0.0037373356548207675
2017,utilities,total,TRUE,utilities,utilities|_total,540010888,277423123,1024321,262587765,0.0018968524945741465,0.003900871009736497
2017,utilities,"electric power generation, transmission, and distribution",FALSE,"electric power generation, transmission, and distribution",utilities|electric_power_generation_transmission_and_distribution,289382668,154281016,617173,135101652,0.0021327227517302454,0.004568212089664159
2017,utilities,natural gas distribution,FALSE,natural gas distribution,utilities|natural_gas_distribution,66249619,50193667,70690,16055952,0.0010670250043249305,0.004402728657883382
2017,utilities,"water, sewage, and other systems",FALSE,"water, sewage, and other systems",utilities|water_sewage_and_other_systems,11282967,3189985,12228,8092982,0.0010837574903835134,0.001510938736796894
2017,utilities,combination gas and electric,FALSE,combination gas and electric,utilities|combination_gas_and_electric,173095634,69758455,324230,103337179,0.0018731263897736438,0.0031375929083568266
2017,construction,total,TRUE,construction,construction|_total,1807862538,1329611777,5958084,478250761,0.00329565101038672,0.012458075315012411
2017,construction,construction of buildings,FALSE,construction of buildings,construction|construction_of_buildings,728399096,600120175,1938344,128278921,0.0026611016002688723,0.015110385906660377
2017,construction,heavy and civil engineering construction,FALSE,heavy and civil engineering construction,construction|heavy_and_civil_engineering_construction,235271498,177718715,214456,57552783,9.115256281489736e-4,0.0037262489982456625
2017,construction,land subdivision,FALSE,land subdivision,construction|land_subdivision,20176627,14444483,110061,5732144,0.005454876080129747,0.01920066906902548
2017,construction,electrical contractors,FALSE,electrical contractors,construction|electrical_contractors,129387940,87301099,419820,42086841,0.003244660978449769,0.009975089363442602
2017,construction,"plumbing, heating, and air-conditioning contractors",FALSE,"plumbing, heating, and air-conditioning contractors",construction|plumbing_heating_and_air_conditioning_contractors,167823317,109327128,1175286,58496189,0.007003115067735194,0.020091667852071525
2017,construction,other specialty trade contractors,FALSE,other specialty trade contractors,construction|other_specialty_trade_contractors,526804061,340700176,2100117,186103885,0.003986523938356656,0.011284648893815408
2017,manufacturing,total,TRUE,manufacturing,manufacturing|_total,7377234517,5295104020,88465545,2082130497,0.01199169482766763,0.04248799252854899
2017,manufacturing,animal food manufacturing and grain and oilseed milling,FALSE,animal food manufacturing and grain and oilseed milling,manufacturing|animal_food_manufacturing_and_grain_and_oilseed_milling,131953872,103591683,4753602,28362189,0.036024725367664844,0.16760349492064947
2017,manufacturing,sugar and confectionery product,FALSE,sugar and confectionery product,manufacturing|sugar_and_confectionery_product,38825122,23225536,1722152,15599586,0.044356641042879404,0.11039728874856038
2017,manufacturing,fruit and vegetable preserving and specialty food manufacturing,FALSE,fruit and vegetable preserving and specialty food manufacturing,manufacturing|fruit_and_vegetable_preserving_and_specialty_food_manufacturing,80825404,54580362,1679368,26245042,0.02077772478563794,0.06398800962101718
2017,manufacturing,dairy product,FALSE,dairy product,manufacturing|dairy_product,60480827,47074062,879770,13406765,0.014546262735461604,0.06562134862511575
2017,manufacturing,meat and seafood processing,FALSE,meat and seafood processing,manufacturing|meat_and_seafood_processing,168314048,136595894,1231959,31718154,0.007319406874463622,0.0388408165241899
2017,manufacturing,bakeries and tortilla manufacturing,FALSE,bakeries and tortilla manufacturing,manufacturing|bakeries_and_tortilla_manufacturing,44194563,27762761,562914,16431802,0.012737177647847767,0.0342575939023608
2017,manufacturing,other food,FALSE,other food,manufacturing|other_food,163338459,109561244,4982753,53777215,0.030505693701934584,0.09265546756186611
2017,manufacturing,soft drink and ice,FALSE,soft drink and ice,manufacturing|soft_drink_and_ice,54471190,27339517,2155414,27131673,0.039569798273178906,0.07944272363889981
2017,manufacturing,breweries,FALSE,breweries,manufacturing|breweries,23639355,8988484,1219821,14650871,0.05160128099941813,0.08325928199081133
2017,manufacturing,wineries and distilleries,FALSE,wineries and distilleries,manufacturing|wineries_and_distilleries,40350021,22512492,2176851,17837529,0.05394919125320901,0.12203769927998435
2017,manufacturing,tobacco manufacturing,FALSE,tobacco manufacturing,manufacturing|tobacco_manufacturing,52072346,18542965,542915,33529381,0.01042616747092593,0.016192216611454893
2017,manufacturing,textile mills,FALSE,textile mills,manufacturing|textile_mills,18785407,14055812,168757,4729595,0.008983409302763576,0.03568106782927502
2017,manufacturing,textile product mills,FALSE,textile product mills,manufacturing|textile_product_mills,25862115,16761672,275521,9100443,0.010653459703508394,0.030275559112891537
2017,manufacturing,apparel knitting mills,FALSE,apparel knitting mills,manufacturing|apparel_knitting_mills,3989606,2704667,145779,1284939,0.036539698406308795,0.1134520782698634
2017,manufacturing,cut and sew apparel contractors and manufacturers,FALSE,cut and sew apparel contractors and manufacturers,manufacturing|cut_and_sew_apparel_contractors_and_manufacturers,25612541,15582523,676039,10030018,0.02639484305754747,0.06740157395530098
2017,manufacturing,apparel accessories and other apparel,FALSE,apparel accessories and other apparel,manufacturing|apparel_accessories_and_other_apparel,2151343,1267573,97678,883770,0.04540326670363582,0.11052423141767655
2017,manufacturing,leather and allied product manufacturing,FALSE,leather and allied product manufacturing,manufacturing|leather_and_allied_product_manufacturing,10806474,6959443,393930,3847031,0.036453148362731454,0.10239844701017486
2017,manufacturing,wood product manufacturing,FALSE,wood product manufacturing,manufacturing|wood_product_manufacturing,93478562,68795529,392399,24683033,0.0041977432215955564,0.015897519563337292
2017,manufacturing,"pulp, paper, and paperboard mills",FALSE,"pulp, paper, and paperboard mills",manufacturing|pulp_paper_and_paperboard_mills,70891403,52780740,134081,18110663,0.0018913576869116274,0.007403428576855524
2017,manufacturing,converted paper product,FALSE,converted paper product,manufacturing|converted_paper_product,91080138,60245396,701619,30834742,0.007703315074028544,0.022754171252673365
2017,manufacturing,printing and related support activities,FALSE,printing and related support activities,manufacturing|printing_and_related_support_activities,77030028,46997998,813218,30032030,0.010557155710757368,0.027078356008568186
2017,manufacturing,petroleum refineries (including integrated),FALSE,petroleum refineries (including integrated),manufacturing|petroleum_refineries_including_integrated_,1273374248,1141799175,987054,131575073,7.75148391409907e-4,0.007501831292922786
2017,manufacturing,"asphalt paving, roofing, other petroleum and coal products",FALSE,"asphalt paving, roofing, other petroleum and coal products",manufacturing|asphalt_paving_roofing_other_petroleum_and_coal_products,21678452,14737288,220310,6941164,0.010162626003000583,0.03173963329493439
2017,manufacturing,basic chemical,FALSE,basic chemical,manufacturing|basic_chemical,207673239,153807427,627262,53865812,0.0030204276825479665,0.01164490010843984
2017,manufacturing,"resin, synthetic rubber, and artificial and synthetic fibers and filaments",FALSE,"resin, synthetic rubber, and artificial and synthetic fibers and filaments",manufacturing|resin_synthetic_rubber_and_artificial_and_synthetic_fibers_and_filaments,50293796,37696899,52180,12596897,0.0010375037111933249,0.0041422899623613655
2017,manufacturing,pharmaceutical and medicine,FALSE,pharmaceutical and medicine,manufacturing|pharmaceutical_and_medicine,400843100,210951576,16544327,189891524,0.04127382260041398,0.08712514730251994
2017,manufacturing,"paint, coating, and adhesive",FALSE,"paint, coating, and adhesive",manufacturing|paint_coating_and_adhesive,58800995,35196673,992371,23604322,0.016876772238292908,0.042041919272241754
2017,manufacturing,"soap, cleaning compound, and toilet preparation",FALSE,"soap, cleaning compound, and toilet preparation",manufacturing|soap_cleaning_compound_and_toilet_preparation,93558975,45029274,6545259,48529701,0.06995864373246928,0.1348711998040128
2017,manufacturing,other chemical product and preparation,FALSE,other chemical product and preparation,manufacturing|other_chemical_product_and_preparation,97186538,64059362,530368,33127176,0.0054572167186364845,0.016010057724208063
2017,manufacturing,plastics product,FALSE,plastics product,manufacturing|plastics_product,146401309,104168417,638350,42232892,0.004360275221309667,0.015114996150393868
2017,manufacturing,rubber product,FALSE,rubber product,manufacturing|rubber_product,63321539,41620983,821781,21700556,0.012977906301361374,0.037869121878720526
2017,manufacturing,"clay, refractory, and other nonmetallic mineral product",FALSE,"clay, refractory, and other nonmetallic mineral product",manufacturing|clay_refractory_and_other_nonmetallic_mineral_product,25543794,17403827,202394,8139967,0.007923411847120284,0.02486422856505438
2017,manufacturing,glass and glass product,FALSE,glass and glass product,manufacturing|glass_and_glass_product,27782813,17912870,86038,9869943,0.0030968066480525206,0.008717172936054443
2017,manufacturing,"cement, concrete, lime, and gypsum product",FALSE,"cement, concrete, lime, and gypsum product",manufacturing|cement_concrete_lime_and_gypsum_product,81041126,54331710,258954,26709416,0.0031953405978095615,0.009695232572662764
2017,manufacturing,"iron, steel mills, and steel product",FALSE,"iron, steel mills, and steel product",manufacturing|iron_steel_mills_and_steel_product,130869687,107372841,74844,23496846,5.71897142231264e-4,0.003185278568876861
2017,manufacturing,nonferrous metal production and processing,FALSE,nonferrous metal production and processing,manufacturing|nonferrous_metal_production_and_processing,94894359,78516963,134541,16377396,0.0014177976585520748,0.00821504224481108
2017,manufacturing,foundries,FALSE,foundries,manufacturing|foundries,19958740,14510485,27407,5448255,0.0013731828762737527,0.005030417996220809
2017,manufacturing,forging and stamping,FALSE,forging and stamping,manufacturing|forging_and_stamping,18662819,13682540,32348,4980279,0.0017332858449733667,0.006495218440573309
2017,manufacturing,"cutlery, hardware, spring and wire: machine shops, screw, nut, and bolt",FALSE,"cutlery, hardware, spring and wire: machine shops, screw, nut, and bolt",manufacturing|cutlery_hardware_spring_and_wire_machine_shops_screw_nut_and_bolt,78907917,51256635,514158,27651282,0.006515924124571683,0.018594363906888657
2017,manufacturing,architectural and structural metals,FALSE,architectural and structural metals,manufacturing|architectural_and_structural_metals,60330254,43421092,319063,16909162,0.005288606940060289,0.018869237872344
2017,manufacturing,"boiler, tank, and shipping container",FALSE,"boiler, tank, and shipping container",manufacturing|boiler_tank_and_shipping_container,25380403,19147203,35714,6233200,0.0014071486571745925,0.005729641275749214
2017,manufacturing,"coating, engraving, heat treating, and allied activities",FALSE,"coating, engraving, heat treating, and allied activities",manufacturing|coating_engraving_heat_treating_and_allied_activities,12972049,7977871,25788,4994178,0.001987966588778689,0.005163612510407118
2017,manufacturing,other fabricated metal product,FALSE,other fabricated metal product,manufacturing|other_fabricated_metal_product,114026878,76052656,772903,37974222,0.006778252755459989,0.020353359708067224
2017,manufacturing,"agriculture, construction, and mining machinery",FALSE,"agriculture, construction, and mining machinery",manufacturing|agriculture_construction_and_mining_machinery,112623815,83343792,535908,29280023,0.004758389688717258,0.018302854475216773
2017,manufacturing,industrial machinery,FALSE,industrial machinery,manufacturing|industrial_machinery,43073190,27989836,175561,15083354,0.004075876432648708,0.011639387367027253
2017,manufacturing,commercial and service industry machinery,FALSE,commercial and service industry machinery,manufacturing|commercial_and_service_industry_machinery,39387173,22075875,383044,17311298,0.009725095020147803,0.02212682145498275
2017,manufacturing,"ventilation, heating, air-conditioning, and commercial refrigeration equipment",FALSE,"ventilation, heating, air-conditioning, and commercial refrigeration equipment",manufacturing|ventilation_heating_air_conditioning_and_commercial_refrigeration_equipment,34288781,23503001,305260,10785780,0.008902620364369325,0.02830207921911999
2017,manufacturing,metalworking machinery,FALSE,metalworking machinery,manufacturing|metalworking_machinery,27706788,18317419,156393,9389369,0.0056445734525416656,0.016656390860770302
2017,manufacturing,"engine, turbine, and power transmission equipment",FALSE,"engine, turbine, and power transmission equipment",manufacturing|engine_turbine_and_power_transmission_equipment,47382222,34695551,181442,12686671,0.003829326535171778,0.014301781767652049
2017,manufacturing,other general purpose machinery,FALSE,other general purpose machinery,manufacturing|other_general_purpose_machinery,97891451,65676210,736816,32215241,0.007526867693482243,0.02287165879032226
2017,manufacturing,computer and peripheral equipment,FALSE,computer and peripheral equipment,manufacturing|computer_and_peripheral_equipment,207353491,125138016,3281861,82215475,0.015827372783417473,0.0399178013628213
2017,manufacturing,communications equipment,FALSE,communications equipment,manufacturing|communications_equipment,54820958,29964395,272132,24856563,0.0049640139451776815,0.010948094473077392
2017,manufacturing,audio and video equipment manufacturing and reproducing magnetic and optical media,FALSE,audio and video equipment manufacturing and reproducing magnetic and optical media,manufacturing|audio_and_video_equipment_manufacturing_and_reproducing_magnetic_and_optical_media,26265288,16031444,682091,10233844,0.025969294530484494,0.0666505176354066
2017,manufacturing,semiconductor and other electronic component,FALSE,semiconductor and other electronic component,manufacturing|semiconductor_and_other_electronic_component,237883692,145901915,1451332,91981777,0.0061010151128812985,0.01577847316430949
2017,manufacturing,"navigational, measuring, electromedical, and control instruments",FALSE,"navigational, measuring, electromedical, and control instruments",manufacturing|navigational_measuring_electromedical_and_control_instruments,109129462,63879780,846440,45249682,0.007756292246726187,0.01870598781224584
